path,locale,page_family,status_code,index_noindex,canonical,title,meta_description,h1,word_count,internal_inlinks,app_store_cta_present,answer_block_present,safety_block_present,screenshots_present,json_ld_present,hreflang_cluster_status,sitemap_included,recommendation
/index.html,root,home,200,index,https://www.glpzy.app/,"Private GLP-1 dose, weight and symptom tracker | GLPzy","Track GLP-1 doses, weight, symptoms, photos, reminders, imports, exports and optional read-only Apple Health context privately on iPhone. No account required.","Track GLP-1 doses, weight, symptoms, photos and Apple Health context privately.",2383,78,yes,no,yes,9,yes,54 alternates,yes,index
/local-first-private-glp-tracker.html,root,privacy,200,index,https://www.glpzy.app/local-first-private-glp-tracker.html,Private GLP-1 tracker with no account required | GLPzy,"Use GLPzy as a private local-first GLP-1 tracker with no mandatory in-app account, on-device records, exports, local backups and optional read-only Apple Health.",Private GLP-1 tracker with no account required,933,26,yes,yes,yes,3,yes,54 alternates,yes,index
/methodology.html,root,trust,200,index,https://www.glpzy.app/methodology.html,"GLPzy methodology, BMI references, and chart estimates","Read the GLPzy methodology for BMI, Estimated Exposure Trend, reminders, chart logic, and the assumptions behind personal tracking views.",Methodology and Limitations,1459,80,no,yes,yes,0,yes,54 alternates,yes,index
/mounjaro-tracker-iphone.html,root,medicine,200,index,https://www.glpzy.app/mounjaro-tracker-iphone.html,Mounjaro tracker app for iPhone | GLPzy,"Track Mounjaro doses, reminders, injection sites, weight, symptoms, photos and optional read-only Apple Health context privately on iPhone.",Mounjaro tracker app for iPhone,1056,21,yes,yes,yes,3,yes,54 alternates,yes,index
/overview.html,root,support,200,index,https://www.glpzy.app/overview.html,"GLPzy trust, privacy, safety, and medical references","Read GLPzy trust, privacy, support, medical safety, methodology, legal, and medical-reference pages before downloading the app.","Trust, privacy, and support",431,53,yes,no,yes,0,no,54 alternates,yes,index
/privacy.html,root,privacy,200,index,https://www.glpzy.app/privacy.html,GLPzy privacy policy for the iPhone and iPad app,"Read the GLPzy privacy policy covering local-first records, Apple Health permissions, nutrition context, support handling, exports, and continuity backups.",Privacy Policy,1630,90,no,no,no,0,no,54 alternates,yes,index
/semaglutide-tracker-iphone.html,root,medicine,200,index,https://www.glpzy.app/semaglutide-tracker-iphone.html,Semaglutide tracker app for iPhone | GLPzy,"Track semaglutide dose records, reminders, weight, symptoms, photos and optional read-only Apple Health context privately on iPhone.",Semaglutide tracker app for iPhone,996,20,yes,yes,yes,3,yes,54 alternates,yes,index
/support.html,root,support,200,index,https://www.glpzy.app/support.html,GLPzy support and contact information,"Find GLPzy support, privacy, Apple Health, accessibility, subscription, and continuity help contacts, plus guidance on what support can and cannot do.",Support,960,60,no,no,no,0,no,54 alternates,yes,index
/terms.html,root,support,200,index,https://www.glpzy.app/terms.html,GLPzy legal and trader information,"Read GLPzy legal and trader information, including the Apple standard EULA used for the iOS app and subscription, plus support contact details.",Legal and Trader Information,536,25,yes,no,yes,0,no,54 alternates,yes,index
/tirzepatide-tracker-iphone.html,root,medicine,200,index,https://www.glpzy.app/tirzepatide-tracker-iphone.html,Tirzepatide tracker app for iPhone | GLPzy,"Track tirzepatide dose records, reminders, weight, symptoms, photos and optional read-only Apple Health context privately on iPhone.",Tirzepatide tracker app for iPhone,984,20,yes,yes,yes,3,yes,54 alternates,yes,index
/wegovy-tracker-iphone.html,root,medicine,200,index,https://www.glpzy.app/wegovy-tracker-iphone.html,Wegovy tracker app for iPhone | GLPzy,"Track Wegovy doses, reminders, weight, symptoms, photos and optional read-only Apple Health context privately on iPhone.",Wegovy tracker app for iPhone,1039,23,yes,yes,yes,3,yes,54 alternates,yes,index
/zepbound-tracker-iphone.html,root,medicine,200,index,https://www.glpzy.app/zepbound-tracker-iphone.html,Zepbound tracker app for iPhone | GLPzy,"Track Zepbound doses, reminders, injection sites, weight, symptoms, photos and optional read-only Apple Health context privately on iPhone.",Zepbound tracker app for iPhone,1032,22,yes,yes,yes,3,yes,54 alternates,yes,index
/en/apple-health-glp-tracker.html,en,commercial,200,index,https://www.glpzy.app/en/apple-health-glp-tracker.html,Apple Health support for GLP-1 tracking | GLPzy,"Use GLPzy with Apple Health on iPhone and iPad for free read-only weight history, height, calories, protein, water, and broader recent context.",Optional Apple Health support for GLP-1 tracking,524,69,yes,no,yes,1,yes,54 alternates,yes,index
/en/data-rights.html,en,privacy,200,index,https://www.glpzy.app/en/data-rights.html,"GLPzy data rights, export and deletion choices","Read how GLPzy handles exports, deletion, Apple Health permissions, continuity backups, and user privacy choices on iPhone and iPad.",User Privacy Choices and Data Rights,812,89,no,no,no,0,no,54 alternates,yes,index
/en/glp1-weight-dose-symptom-tracker.html,en,commercial,200,index,https://www.glpzy.app/en/glp1-weight-dose-symptom-tracker.html,GLP-1 tracker for iPhone and iPad | GLPzy,"Track GLP-1 doses, weight, symptoms, photos, reminders, Apple Health context, and local-first review on iPhone and iPad with GLPzy.","A GLP-1 tracker built for the full routine, not just one log type",530,62,yes,no,yes,1,yes,54 alternates,yes,index
/en/,en,home,200,index,https://www.glpzy.app/en/index.html,Private GLP-1 tracker for iPhone and iPad | GLPzy,"Track GLP-1 doses, weight, symptoms, reminders, photos, and Apple Health context on iPhone and iPad with GLPzy. Private, local-first, with free core tracking.",Private GLP-1 tracking that stays clear,2016,118,yes,no,yes,9,yes,54 alternates,yes,index
/en/local-first-private-glp-tracker.html,en,privacy,200,index,https://www.glpzy.app/en/local-first-private-glp-tracker.html,Private local-first GLP-1 tracker | GLPzy,"Use GLPzy as a private local-first GLP-1 tracker on iPhone and iPad with no mandatory in-app account, on-device records, exports, and backup options.","A private, local-first GLP-1 tracker",524,67,yes,no,yes,1,yes,54 alternates,yes,index
/en/methodology.html,en,trust,200,index,https://www.glpzy.app/en/methodology.html,"GLPzy methodology, BMI references, and chart estimates","Read the GLPzy methodology for BMI, Estimated Exposure Trend, reminders, chart logic, and the assumptions behind personal tracking views.",Methodology and Limitations,1326,103,no,no,yes,0,no,54 alternates,yes,index
/en/mounjaro-tracker-iphone.html,en,medicine,200,index,https://www.glpzy.app/en/mounjaro-tracker-iphone.html,Mounjaro tracker for iPhone and iPad | GLPzy,"Track Mounjaro on iPhone and iPad with dose logs, reminders, weight review, photos, and local-first history in GLPzy.","Track Mounjaro with reminders, review history, and progress photos",537,56,yes,no,yes,1,yes,54 alternates,yes,index
/en/overview.html,en,support,200,index,https://www.glpzy.app/en/overview.html,"GLPzy trust, privacy, safety, and medical references","Read GLPzy trust, privacy, support, medical safety, methodology, legal, and medical-reference pages before downloading the app.","Trust, privacy, and support",431,99,yes,no,yes,0,no,54 alternates,yes,index
/en/privacy.html,en,privacy,200,index,https://www.glpzy.app/en/privacy.html,GLPzy privacy policy for the iPhone and iPad app,"Read the GLPzy privacy policy covering local-first records, Apple Health permissions, nutrition context, support handling, exports, and continuity backups.",Privacy Policy,1583,107,no,no,no,0,no,54 alternates,yes,index
/en/semaglutide-tracker-iphone.html,en,medicine,200,index,https://www.glpzy.app/en/semaglutide-tracker-iphone.html,Semaglutide tracker for iPhone and iPad | GLPzy,"Track semaglutide routines on iPhone and iPad with dose logs, weight review, reminders, Apple Health context, and local-first history in GLPzy.","Semaglutide tracking with one place for tablets, pens, and review history",530,59,yes,no,yes,1,yes,54 alternates,yes,index
/en/support.html,en,support,200,index,https://www.glpzy.app/en/support.html,GLPzy support and contact information,"Find GLPzy support, privacy, Apple Health, accessibility, subscription, and continuity help contacts, plus guidance on what support can and cannot do.",Support,960,105,no,no,no,0,no,54 alternates,yes,index
/en/terms.html,en,support,200,index,https://www.glpzy.app/en/terms.html,GLPzy legal and trader information,"Read GLPzy legal and trader information, including the Apple standard EULA used for the iOS app and subscription, plus support contact details.",Legal and Trader Information,536,71,yes,no,yes,0,no,54 alternates,yes,index
/en/tirzepatide-tracker-iphone.html,en,medicine,200,index,https://www.glpzy.app/en/tirzepatide-tracker-iphone.html,Tirzepatide tracker for iPhone and iPad | GLPzy,"Track tirzepatide routines on iPhone and iPad with reminders, review history, progress photos, and local-first history in GLPzy.","Track tirzepatide with one place for reminders, history, and review",510,58,yes,no,yes,1,yes,54 alternates,yes,index
/en/wegovy-tracker-iphone.html,en,medicine,200,index,https://www.glpzy.app/en/wegovy-tracker-iphone.html,Wegovy tracker for iPhone and iPad | GLPzy,"Track Wegovy on iPhone and iPad with dose logs, weight review, reminders, progress photos, and Apple Health context in GLPzy.","Track Wegovy with progress photos, reminders, and review history",549,58,yes,no,yes,1,yes,54 alternates,yes,index
/en/zepbound-tracker-iphone.html,en,medicine,200,index,https://www.glpzy.app/en/zepbound-tracker-iphone.html,Zepbound tracker for iPhone and iPad | GLPzy,"Track Zepbound on iPhone and iPad with dose logs, reminders, weight review, progress photos, and Apple Health context in GLPzy.","Track Zepbound with weekly logging, photos, and review history",537,56,yes,no,yes,1,yes,54 alternates,yes,index
/ar/apple-health-glp-tracker.html,ar,commercial,200,index,https://www.glpzy.app/ar/apple-health-glp-tracker.html,سياق القراءة فقط من Apple Health | GLPzy,الوصول إلى Apple Health اختياري ويقتصر على الأذونات التي تمنحها. GLPzy يستورد تاريخ وزن الجسم وطوله، ثم يقرأ ملخصات تكوين الجسم والنوم والحركة والتمرين والسعرات الحرارية والبروتين والماء في وضع القراءة فقط. لا شيء مكتوب مرة أخرى.,سياق القراءة فقط من Apple Health,514,54,yes,no,no,1,no,54 alternates,yes,index
/ar/compounded-glp-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/compounded-glp-tracker-iphone.html,مركب — تسجيل سريع دون فوضى | GLPzy,مركب: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,مركب,465,56,yes,no,no,1,no,51 alternates,yes,index
/ar/custom-medication-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/custom-medication-tracker-iphone.html,مخصص — تسجيل سريع دون فوضى | GLPzy,مخصص: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,مخصص,474,58,yes,no,no,1,no,51 alternates,yes,index
/ar/data-rights.html,ar,privacy,200,index,https://www.glpzy.app/ar/data-rights.html,تاريخ التصدير | GLPzy,سيقوم GLPzy أولاً بإنشاء نسخة احتياطية محلية للسلامة، ثم استبدال السجلات المحلية على هذا الجهاز.,تاريخ التصدير,392,77,yes,no,no,1,no,54 alternates,yes,index
/ar/foundayo-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/foundayo-tracker-iphone.html,Foundayo — تسجيل سريع دون فوضى | GLPzy,Foundayo: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Foundayo,455,55,yes,no,no,1,no,51 alternates,yes,index
/ar/glp1-weight-dose-symptom-tracker.html,ar,commercial,200,index,https://www.glpzy.app/ar/glp1-weight-dose-symptom-tracker.html,روتين GLP-1 الخاص بك، منظّم بلا ازدحام | GLPzy,سجّل الجرعات والوزن والأعراض والشهية والصور والتذكيرات وسياق Apple Health في تطبيق خاص واحد للمراجعة الشخصية.,روتين GLP-1 الخاص بك، منظّم بلا ازدحام.,544,54,yes,no,no,1,no,54 alternates,yes,index
/ar/,ar,home,200,index,https://www.glpzy.app/ar/index.html,روتين GLP-1 الخاص بك، منظّم بلا ازدحام | GLPzy,سجّل الجرعات والوزن والأعراض والشهية والصور والتذكيرات وسياق Apple Health في تطبيق خاص واحد للمراجعة الشخصية.,روتين GLP-1 الخاص بك، منظّم بلا ازدحام.,788,137,yes,no,no,1,yes,54 alternates,yes,index
/ar/local-first-private-glp-tracker.html,ar,privacy,200,index,https://www.glpzy.app/ar/local-first-private-glp-tracker.html,خاص افتراضيًا. قابل للتصدير عندما تختار | GLPzy,لا يلزم وجود حساب لتتبع الجرعات أو الوزن أو الأعراض أو التذكيرات أو التذكيرات.,خاص افتراضيًا. قابل للتصدير عندما تختار.,469,54,yes,no,no,1,no,54 alternates,yes,index
/ar/medical-safety.html,ar,trust,200,index,https://www.glpzy.app/ar/medical-safety.html,السلامة الطبية | GLPzy,يساعدك GLPzy على الاحتفاظ بسجل أوضح لما حدث. لا يقوم بتشخيص أو وصف أو اختيار جرعتك.,السلامة الطبية,659,78,yes,no,no,1,no,51 alternates,yes,index
/ar/methodology.html,ar,trust,200,index,https://www.glpzy.app/ar/methodology.html,المنهجية | GLPzy,يستخدم اتجاه التعرض المقدر توقيت الجرعة المسجلة بالإضافة إلى نموذج مبسط للامتصاص والتخلص من أجل التتبع الشخصي فقط.,المنهجية,686,77,yes,no,no,1,no,54 alternates,yes,index
/ar/mounjaro-tracker-iphone.html,ar,medicine,200,index,https://www.glpzy.app/ar/mounjaro-tracker-iphone.html,Mounjaro — تسجيل سريع دون فوضى | GLPzy,Mounjaro: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Mounjaro,467,57,yes,no,no,1,no,54 alternates,yes,index
/ar/overview.html,ar,support,200,index,https://www.glpzy.app/ar/overview.html,GLPzy — سياسة الخصوصية · السلامة الطبية · الدعم,قم بمراجعة نطاق الدعم وجهات اتصال الخصوصية والإرشادات غير الطارئة.,GLPzy,406,54,yes,no,no,1,no,54 alternates,yes,index
/ar/ozempic-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/ozempic-tracker-iphone.html,Ozempic — تسجيل سريع دون فوضى | GLPzy,Ozempic: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Ozempic,463,58,yes,no,no,1,no,51 alternates,yes,index
/ar/privacy.html,ar,privacy,200,index,https://www.glpzy.app/ar/privacy.html,خاص افتراضيًا. قابل للتصدير عندما تختار | GLPzy,لا يلزم وجود حساب لتتبع الجرعات أو الوزن أو الأعراض أو التذكيرات أو التذكيرات.,خاص افتراضيًا. قابل للتصدير عندما تختار.,469,113,yes,no,no,1,no,54 alternates,yes,index
/ar/rybelsus-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/rybelsus-tracker-iphone.html,Rybelsus — تسجيل سريع دون فوضى | GLPzy,Rybelsus: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Rybelsus,457,58,yes,no,no,1,no,51 alternates,yes,index
/ar/saxenda-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/saxenda-tracker-iphone.html,Saxenda — تسجيل سريع دون فوضى | GLPzy,Saxenda: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Saxenda,456,56,yes,no,no,1,no,51 alternates,yes,index
/ar/semaglutide-tracker-iphone.html,ar,medicine,200,index,https://www.glpzy.app/ar/semaglutide-tracker-iphone.html,Semaglutide — تسجيل سريع دون فوضى | GLPzy,Semaglutide: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Semaglutide,467,60,yes,no,no,1,no,54 alternates,yes,index
/ar/support.html,ar,support,200,index,https://www.glpzy.app/ar/support.html,الدعم | GLPzy,قم بمراجعة نطاق الدعم وجهات اتصال الخصوصية والإرشادات غير الطارئة.,الدعم,436,100,yes,no,no,1,no,54 alternates,yes,index
/ar/terms.html,ar,support,200,index,https://www.glpzy.app/ar/terms.html,شروط الاستخدام | GLPzy,يتم عرض الأسعار وفترة الفوترة وأي تفاصيل عرض تمهيدي من حساب App Store الخاص بك قبل الشراء. قم بالإدارة أو الإلغاء في إعدادات App Store.,شروط الاستخدام,489,77,yes,no,no,1,no,54 alternates,yes,index
/ar/tirzepatide-tracker-iphone.html,ar,medicine,200,index,https://www.glpzy.app/ar/tirzepatide-tracker-iphone.html,Tirzepatide — تسجيل سريع دون فوضى | GLPzy,Tirzepatide: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Tirzepatide,472,59,yes,no,no,1,no,54 alternates,yes,index
/ar/trulicity-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/trulicity-tracker-iphone.html,Trulicity — تسجيل سريع دون فوضى | GLPzy,Trulicity: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Trulicity,456,55,yes,no,no,1,no,51 alternates,yes,index
/ar/victoza-tracker-iphone.html,ar,commercial,200,index,https://www.glpzy.app/ar/victoza-tracker-iphone.html,Victoza — تسجيل سريع دون فوضى | GLPzy,Victoza: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Victoza,456,56,yes,no,no,1,no,51 alternates,yes,index
/ar/wegovy-tracker-iphone.html,ar,medicine,200,index,https://www.glpzy.app/ar/wegovy-tracker-iphone.html,Wegovy — تسجيل سريع دون فوضى | GLPzy,Wegovy: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Wegovy,467,58,yes,no,no,1,no,54 alternates,yes,index
/ar/zepbound-tracker-iphone.html,ar,medicine,200,index,https://www.glpzy.app/ar/zepbound-tracker-iphone.html,Zepbound — تسجيل سريع دون فوضى | GLPzy,Zepbound: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Zepbound,478,57,yes,no,no,1,no,54 alternates,yes,index
/bg/apple-health-glp-tracker.html,bg,commercial,200,index,https://www.glpzy.app/bg/apple-health-glp-tracker.html,Контекст само за четене от Apple Health | GLPzy,"Достъпът до Apple Health не е задължителен и е ограничен до предоставените от вас разрешения. GLPzy импортира хронология на телесното тегло и височина, след което чете обобщения за състава на тялото, съня, движението, тренировката, калориите, протеина и водата в режим само за четене. Нищо не е написано обратно.",Контекст само за четене от Apple Health,548,54,yes,no,no,1,no,54 alternates,yes,index
/bg/compounded-glp-tracker-iphone.html,bg,commercial,200,index,https://www.glpzy.app/bg/compounded-glp-tracker-iphone.html,Съставен — Бързо регистриране без бъркотия | GLPzy,"Съставен: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Съставен,496,56,yes,no,no,1,no,51 alternates,yes,index
/bg/custom-medication-tracker-iphone.html,bg,commercial,200,index,https://www.glpzy.app/bg/custom-medication-tracker-iphone.html,По поръчка — Бързо регистриране без бъркотия | GLPzy,"По поръчка: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",По поръчка,511,58,yes,no,no,1,no,51 alternates,yes,index
/bg/data-rights.html,bg,privacy,200,index,https://www.glpzy.app/bg/data-rights.html,История на износа | GLPzy,"GLPzy първо ще създаде локално резервно копие за безопасност, след което ще замени локалните записи на това устройство.",История на износа,433,77,yes,no,no,1,no,54 alternates,yes,index
/bg/foundayo-tracker-iphone.html,bg,commercial,200,index,https://www.glpzy.app/bg/foundayo-tracker-iphone.html,Foundayo — Бързо регистриране без бъркотия | GLPzy,"Foundayo: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Foundayo,485,55,yes,no,no,1,no,51 alternates,yes,index
/bg/glp1-weight-dose-symptom-tracker.html,bg,commercial,200,index,https://www.glpzy.app/bg/glp1-weight-dose-symptom-tracker.html,"Вашата GLP-1 рутина, организирана без претрупване | GLPzy","Записвайте дози, тегло, симптоми, апетит, снимки, напомняния и контекст от Apple Health в едно лично приложение за личен преглед.","Вашата GLP-1 рутина, организирана без претрупване.",584,54,yes,no,no,1,no,54 alternates,yes,index
/bg/,bg,home,200,index,https://www.glpzy.app/bg/index.html,"Вашата GLP-1 рутина, организирана без претрупване | GLPzy","Записвайте дози, тегло, симптоми, апетит, снимки, напомняния и контекст от Apple Health в едно лично приложение за личен преглед.","Вашата GLP-1 рутина, организирана без претрупване.",852,137,yes,no,no,1,yes,54 alternates,yes,index
/bg/local-first-private-glp-tracker.html,bg,privacy,200,index,https://www.glpzy.app/bg/local-first-private-glp-tracker.html,"Лично по подразбиране. Експортируемо, когато решите | GLPzy","Не е необходим акаунт за проследяване на дози, тегло, симптоми, напомняния или поръчки.","Лично по подразбиране. Експортируемо, когато решите.",501,54,yes,no,no,1,no,54 alternates,yes,index
/bg/medical-safety.html,bg,trust,200,index,https://www.glpzy.app/bg/medical-safety.html,Медицинска безопасност | GLPzy,"GLPzy ви помага да поддържате по-ясен запис на случилото се. Той не диагностицира, предписва или избира вашата доза.",Медицинска безопасност,741,78,yes,no,no,1,no,51 alternates,yes,index
/bg/methodology.html,bg,trust,200,index,https://www.glpzy.app/bg/methodology.html,Методика | GLPzy,Прогнозната тенденция на експозиция използва регистрирано време на дозиране плюс опростен модел на абсорбция и елиминиране само за лично проследяване.,Методика,773,77,yes,no,no,1,no,54 alternates,yes,index
/bg/mounjaro-tracker-iphone.html,bg,medicine,200,index,https://www.glpzy.app/bg/mounjaro-tracker-iphone.html,Mounjaro — Бързо регистриране без бъркотия | GLPzy,"Mounjaro: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Mounjaro,494,57,yes,no,no,1,no,54 alternates,yes,index
/bg/overview.html,bg,support,200,index,https://www.glpzy.app/bg/overview.html,GLPzy — Политика за поверителност · Медицинска безопасност · поддръжка,"Прегледайте обхвата на поддръжката, контактите за поверителност и указанията за неспешни случаи.",GLPzy,444,54,yes,no,no,1,no,54 alternates,yes,index
/bg/ozempic-tracker-iphone.html,bg,commercial,200,index,https://www.glpzy.app/bg/ozempic-tracker-iphone.html,Ozempic — Бързо регистриране без бъркотия | GLPzy,"Ozempic: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Ozempic,491,58,yes,no,no,1,no,51 alternates,yes,index
/bg/privacy.html,bg,privacy,200,index,https://www.glpzy.app/bg/privacy.html,"Лично по подразбиране. Експортируемо, когато решите | GLPzy","Не е необходим акаунт за проследяване на дози, тегло, симптоми, напомняния или поръчки.","Лично по подразбиране. Експортируемо, когато решите.",501,113,yes,no,no,1,no,54 alternates,yes,index
/bg/rybelsus-tracker-iphone.html,bg,commercial,200,index,https://www.glpzy.app/bg/rybelsus-tracker-iphone.html,Rybelsus — Бързо регистриране без бъркотия | GLPzy,"Rybelsus: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Rybelsus,486,58,yes,no,no,1,no,51 alternates,yes,index
/bg/saxenda-tracker-iphone.html,bg,commercial,200,index,https://www.glpzy.app/bg/saxenda-tracker-iphone.html,Saxenda — Бързо регистриране без бъркотия | GLPzy,"Saxenda: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Saxenda,485,56,yes,no,no,1,no,51 alternates,yes,index
/bg/semaglutide-tracker-iphone.html,bg,medicine,200,index,https://www.glpzy.app/bg/semaglutide-tracker-iphone.html,Semaglutide — Бързо регистриране без бъркотия | GLPzy,"Semaglutide: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Semaglutide,494,60,yes,no,no,1,no,54 alternates,yes,index
/bg/support.html,bg,support,200,index,https://www.glpzy.app/bg/support.html,поддръжка | GLPzy,"Прегледайте обхвата на поддръжката, контактите за поверителност и указанията за неспешни случаи.",поддръжка,480,100,yes,no,no,1,no,54 alternates,yes,index
/bg/terms.html,bg,support,200,index,https://www.glpzy.app/bg/terms.html,Условия за ползване | GLPzy,"Ценообразуването, периодът на фактуриране и всички подробности за въвеждащата оферта се показват от вашия акаунт App Store преди покупката. Управлявайте или анулирайте в настройките на App Store.",Условия за ползване,537,77,yes,no,no,1,no,54 alternates,yes,index
