url,path,locale,page_family,http_status,canonical_url,index_noindex,sitemap_included,title,meta_description,h1,word_count,answer_block_present,facts_table_present,safety_block_present,app_store_cta_present,screenshot_slots_images_count,json_ld_present,faq_present,faqpage_schema_present,hreflang_cluster_status,internal_inlinks_count,recommendation
https://www.glpzy.app/ar/local-first-private-glp-tracker.html,ar/local-first-private-glp-tracker.html,ar,privacy,200,https://www.glpzy.app/ar/local-first-private-glp-tracker.html,index,yes,خاص افتراضيًا. قابل للتصدير عندما تختار | OneGLP,لا يلزم وجود حساب لتتبع الجرعات أو الوزن أو الأعراض أو التذكيرات أو التذكيرات.,خاص افتراضيًا. قابل للتصدير عندما تختار.,473,no,no,no,yes,1,no,no,no,54 alternates,54,index
https://www.glpzy.app/ar/medical-safety.html,ar/medical-safety.html,ar,trust,200,https://www.glpzy.app/ar/medical-safety.html,index,yes,السلامة الطبية | OneGLP,يساعدك OneGLP على الاحتفاظ بسجل أوضح لما حدث. لا يقوم بتشخيص أو وصف أو اختيار جرعتك.,السلامة الطبية,672,no,no,no,yes,1,no,no,no,54 alternates,78,index
https://www.glpzy.app/ar/methodology.html,ar/methodology.html,ar,trust,200,https://www.glpzy.app/ar/methodology.html,index,yes,المنهجية | OneGLP,يستخدم اتجاه التعرض المقدر توقيت الجرعة المسجلة بالإضافة إلى نموذج مبسط للامتصاص والتخلص من أجل التتبع الشخصي فقط.,المنهجية,697,no,no,no,yes,1,no,no,no,54 alternates,77,index
https://www.glpzy.app/ar/mounjaro-tracker-iphone.html,ar/mounjaro-tracker-iphone.html,ar,medicine,200,https://www.glpzy.app/ar/mounjaro-tracker-iphone.html,index,yes,Mounjaro — تسجيل سريع دون فوضى | OneGLP,Mounjaro: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Mounjaro,470,no,no,no,yes,1,no,no,no,54 alternates,57,improve-copy-keep-indexable
https://www.glpzy.app/ar/overview.html,ar/overview.html,ar,other,200,https://www.glpzy.app/ar/overview.html,index,yes,OneGLP — سياسة الخصوصية · السلامة الطبية · الدعم,قم بمراجعة نطاق الدعم وجهات اتصال الخصوصية والإرشادات غير الطارئة.,OneGLP,411,no,no,no,yes,1,no,no,no,54 alternates,54,index
https://www.glpzy.app/ar/ozempic-tracker-iphone.html,ar/ozempic-tracker-iphone.html,ar,commercial,200,https://www.glpzy.app/ar/ozempic-tracker-iphone.html,index,yes,Ozempic — تسجيل سريع دون فوضى | OneGLP,Ozempic: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Ozempic,466,no,no,no,yes,1,no,no,no,54 alternates,58,index
https://www.glpzy.app/ar/privacy.html,ar/privacy.html,ar,privacy,200,https://www.glpzy.app/ar/privacy.html,index,yes,خاص افتراضيًا. قابل للتصدير عندما تختار | OneGLP,لا يلزم وجود حساب لتتبع الجرعات أو الوزن أو الأعراض أو التذكيرات أو التذكيرات.,خاص افتراضيًا. قابل للتصدير عندما تختار.,473,no,no,no,yes,1,no,no,no,54 alternates,116,index
https://www.glpzy.app/ar/rybelsus-tracker-iphone.html,ar/rybelsus-tracker-iphone.html,ar,commercial,200,https://www.glpzy.app/ar/rybelsus-tracker-iphone.html,index,yes,Rybelsus — تسجيل سريع دون فوضى | OneGLP,Rybelsus: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Rybelsus,460,no,no,no,yes,1,no,no,no,54 alternates,58,index
https://www.glpzy.app/ar/saxenda-tracker-iphone.html,ar/saxenda-tracker-iphone.html,ar,commercial,200,https://www.glpzy.app/ar/saxenda-tracker-iphone.html,index,yes,Saxenda — تسجيل سريع دون فوضى | OneGLP,Saxenda: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Saxenda,459,no,no,no,yes,1,no,no,no,54 alternates,56,index
https://www.glpzy.app/ar/semaglutide-tracker-iphone.html,ar/semaglutide-tracker-iphone.html,ar,ingredient,200,https://www.glpzy.app/ar/semaglutide-tracker-iphone.html,index,yes,Semaglutide — تسجيل سريع دون فوضى | OneGLP,Semaglutide: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Semaglutide,470,no,no,no,yes,1,no,no,no,54 alternates,60,improve-copy-keep-indexable
https://www.glpzy.app/ar/support.html,ar/support.html,ar,trust,200,https://www.glpzy.app/ar/support.html,index,yes,الدعم | OneGLP,قم بمراجعة نطاق الدعم وجهات اتصال الخصوصية والإرشادات غير الطارئة.,الدعم,437,no,no,no,yes,1,no,no,no,54 alternates,103,index
https://www.glpzy.app/ar/terms.html,ar/terms.html,ar,trust,200,https://www.glpzy.app/ar/terms.html,index,yes,شروط الاستخدام | OneGLP,يتم عرض الأسعار وفترة الفوترة وأي تفاصيل عرض تمهيدي من حساب App Store الخاص بك قبل الشراء. قم بالإدارة أو الإلغاء في إعدادات App Store.,شروط الاستخدام,470,no,no,no,yes,1,no,no,no,54 alternates,77,index
https://www.glpzy.app/ar/tirzepatide-tracker-iphone.html,ar/tirzepatide-tracker-iphone.html,ar,ingredient,200,https://www.glpzy.app/ar/tirzepatide-tracker-iphone.html,index,yes,Tirzepatide — تسجيل سريع دون فوضى | OneGLP,Tirzepatide: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Tirzepatide,475,no,no,no,yes,1,no,no,no,54 alternates,59,improve-copy-keep-indexable
https://www.glpzy.app/ar/trulicity-tracker-iphone.html,ar/trulicity-tracker-iphone.html,ar,commercial,200,https://www.glpzy.app/ar/trulicity-tracker-iphone.html,index,yes,Trulicity — تسجيل سريع دون فوضى | OneGLP,Trulicity: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Trulicity,459,no,no,no,yes,1,no,no,no,54 alternates,55,index
https://www.glpzy.app/ar/victoza-tracker-iphone.html,ar/victoza-tracker-iphone.html,ar,commercial,200,https://www.glpzy.app/ar/victoza-tracker-iphone.html,index,yes,Victoza — تسجيل سريع دون فوضى | OneGLP,Victoza: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Victoza,459,no,no,no,yes,1,no,no,no,54 alternates,56,index
https://www.glpzy.app/ar/wegovy-tracker-iphone.html,ar/wegovy-tracker-iphone.html,ar,medicine,200,https://www.glpzy.app/ar/wegovy-tracker-iphone.html,index,yes,Wegovy — تسجيل سريع دون فوضى | OneGLP,Wegovy: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Wegovy,470,no,no,no,yes,1,no,no,no,54 alternates,58,improve-copy-keep-indexable
https://www.glpzy.app/ar/zepbound-tracker-iphone.html,ar/zepbound-tracker-iphone.html,ar,medicine,200,https://www.glpzy.app/ar/zepbound-tracker-iphone.html,index,yes,Zepbound — تسجيل سريع دون فوضى | OneGLP,Zepbound: تتبّع هذا الروتين مع سجل الجرعات والوزن والأعراض والشهية والصور والتذكيرات والتصديرات في تطبيق خاص واحد.,Zepbound,481,no,no,no,yes,1,no,no,no,54 alternates,57,improve-copy-keep-indexable
https://www.glpzy.app/bg/apple-health-glp-tracker.html,bg/apple-health-glp-tracker.html,bg,feature,200,https://www.glpzy.app/bg/apple-health-glp-tracker.html,index,yes,Контекст само за четене от Apple Health | OneGLP,"Достъпът до Apple Health не е задължителен и е ограничен до предоставените от вас разрешения. OneGLP импортира хронология на телесното тегло и височина, след което чете обобщения за състава на тялото, съня, движението, тренировката, калориите, протеина и водата в режим само за четене. Нищо не е написано обратно.",Контекст само за четене от Apple Health,512,no,no,no,yes,1,no,no,no,54 alternates,54,improve-copy-keep-indexable
https://www.glpzy.app/bg/compounded-glp-tracker-iphone.html,bg/compounded-glp-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/compounded-glp-tracker-iphone.html,index,yes,Съставен — Бързо регистриране без бъркотия | OneGLP,"Съставен: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Съставен,488,no,no,no,yes,1,no,no,no,54 alternates,56,index
https://www.glpzy.app/bg/custom-medication-tracker-iphone.html,bg/custom-medication-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/custom-medication-tracker-iphone.html,index,yes,По поръчка — Бързо регистриране без бъркотия | OneGLP,"По поръчка: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",По поръчка,503,no,no,no,yes,1,no,no,no,54 alternates,58,index
https://www.glpzy.app/bg/data-rights.html,bg/data-rights.html,bg,privacy,200,https://www.glpzy.app/bg/data-rights.html,index,yes,История на износа | OneGLP,"OneGLP първо ще създаде локално резервно копие за безопасност, след което ще замени локалните записи на това устройство.",История на износа,412,no,no,no,yes,1,no,no,no,54 alternates,77,index
https://www.glpzy.app/bg/foundayo-tracker-iphone.html,bg/foundayo-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/foundayo-tracker-iphone.html,index,yes,Foundayo — Бързо регистриране без бъркотия | OneGLP,"Foundayo: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Foundayo,477,no,no,no,yes,1,no,no,no,54 alternates,55,index
https://www.glpzy.app/bg/glp1-weight-dose-symptom-tracker.html,bg/glp1-weight-dose-symptom-tracker.html,bg,commercial,200,https://www.glpzy.app/bg/glp1-weight-dose-symptom-tracker.html,index,yes,"Вашата GLP-1 рутина, организирана без претрупване | OneGLP","Записвайте дози, тегло, симптоми, апетит, снимки, напомняния и контекст от Apple Health в едно лично приложение за личен преглед.","Вашата GLP-1 рутина, организирана без претрупване.",568,no,no,no,yes,1,no,no,no,54 alternates,54,index
https://www.glpzy.app/bg/glpzy-is-now-oneglp/,bg/glpzy-is-now-oneglp/index.html,bg,home,200,https://www.glpzy.app/bg/glpzy-is-now-oneglp/,index,yes,GLPzy вече се казва OneGLP,"GLPzy вече е OneGLP. Приложението, разработчикът, записите ви и покупките на Premium остават същите.",GLPzy вече се казва OneGLP,190,no,no,no,yes,1,yes,yes,no,54 alternates,77,index
https://www.glpzy.app/bg/,bg/index.html,bg,home,200,https://www.glpzy.app/bg/,index,yes,"Вашата GLP-1 рутина, организирана без претрупване | OneGLP","Записвайте дози, тегло, симптоми, апетит, снимки, напомняния и контекст от Apple Health в едно лично приложение за личен преглед.","Вашата GLP-1 рутина, организирана без претрупване.",784,no,no,no,yes,1,yes,no,no,54 alternates,135,index
https://www.glpzy.app/bg/local-first-private-glp-tracker.html,bg/local-first-private-glp-tracker.html,bg,privacy,200,https://www.glpzy.app/bg/local-first-private-glp-tracker.html,index,yes,"Лично по подразбиране. Експортируемо, когато решите | OneGLP","Не е необходим акаунт за проследяване на дози, тегло, симптоми, напомняния или поръчки.","Лично по подразбиране. Експортируемо, когато решите.",491,no,no,no,yes,1,no,no,no,54 alternates,54,index
https://www.glpzy.app/bg/medical-safety.html,bg/medical-safety.html,bg,trust,200,https://www.glpzy.app/bg/medical-safety.html,index,yes,Медицинска безопасност | OneGLP,"OneGLP ви помага да поддържате по-ясен запис на случилото се. Той не диагностицира, предписва или избира вашата доза.",Медицинска безопасност,746,no,no,no,yes,1,no,no,no,54 alternates,78,index
https://www.glpzy.app/bg/methodology.html,bg/methodology.html,bg,trust,200,https://www.glpzy.app/bg/methodology.html,index,yes,Методика | OneGLP,Прогнозната тенденция на експозиция използва регистрирано време на дозиране плюс опростен модел на абсорбция и елиминиране само за лично проследяване.,Методика,778,no,no,no,yes,1,no,no,no,54 alternates,77,index
https://www.glpzy.app/bg/mounjaro-tracker-iphone.html,bg/mounjaro-tracker-iphone.html,bg,medicine,200,https://www.glpzy.app/bg/mounjaro-tracker-iphone.html,index,yes,Mounjaro — Бързо регистриране без бъркотия | OneGLP,"Mounjaro: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Mounjaro,486,no,no,no,yes,1,no,no,no,54 alternates,57,improve-copy-keep-indexable
https://www.glpzy.app/bg/overview.html,bg/overview.html,bg,other,200,https://www.glpzy.app/bg/overview.html,index,yes,OneGLP — Политика за поверителност · Медицинска безопасност · поддръжка,"Прегледайте обхвата на поддръжката, контактите за поверителност и указанията за неспешни случаи.",OneGLP,443,no,no,no,yes,1,no,no,no,54 alternates,54,index
https://www.glpzy.app/bg/ozempic-tracker-iphone.html,bg/ozempic-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/ozempic-tracker-iphone.html,index,yes,Ozempic — Бързо регистриране без бъркотия | OneGLP,"Ozempic: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Ozempic,483,no,no,no,yes,1,no,no,no,54 alternates,58,index
https://www.glpzy.app/bg/privacy.html,bg/privacy.html,bg,privacy,200,https://www.glpzy.app/bg/privacy.html,index,yes,"Лично по подразбиране. Експортируемо, когато решите | OneGLP","Не е необходим акаунт за проследяване на дози, тегло, симптоми, напомняния или поръчки.","Лично по подразбиране. Експортируемо, когато решите.",491,no,no,no,yes,1,no,no,no,54 alternates,116,index
https://www.glpzy.app/bg/rybelsus-tracker-iphone.html,bg/rybelsus-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/rybelsus-tracker-iphone.html,index,yes,Rybelsus — Бързо регистриране без бъркотия | OneGLP,"Rybelsus: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Rybelsus,478,no,no,no,yes,1,no,no,no,54 alternates,58,index
https://www.glpzy.app/bg/saxenda-tracker-iphone.html,bg/saxenda-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/saxenda-tracker-iphone.html,index,yes,Saxenda — Бързо регистриране без бъркотия | OneGLP,"Saxenda: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Saxenda,477,no,no,no,yes,1,no,no,no,54 alternates,56,index
https://www.glpzy.app/bg/semaglutide-tracker-iphone.html,bg/semaglutide-tracker-iphone.html,bg,ingredient,200,https://www.glpzy.app/bg/semaglutide-tracker-iphone.html,index,yes,Semaglutide — Бързо регистриране без бъркотия | OneGLP,"Semaglutide: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Semaglutide,486,no,no,no,yes,1,no,no,no,54 alternates,60,improve-copy-keep-indexable
https://www.glpzy.app/bg/support.html,bg/support.html,bg,trust,200,https://www.glpzy.app/bg/support.html,index,yes,поддръжка | OneGLP,"Прегледайте обхвата на поддръжката, контактите за поверителност и указанията за неспешни случаи.",поддръжка,473,no,no,no,yes,1,no,no,no,54 alternates,103,index
https://www.glpzy.app/bg/terms.html,bg/terms.html,bg,trust,200,https://www.glpzy.app/bg/terms.html,index,yes,Условия за ползване | OneGLP,"Ценообразуването, периодът на фактуриране и всички подробности за въвеждащата оферта се показват от вашия акаунт App Store преди покупката. Управлявайте или анулирайте в настройките на App Store.",Условия за ползване,506,no,no,no,yes,1,no,no,no,54 alternates,77,index
https://www.glpzy.app/bg/tirzepatide-tracker-iphone.html,bg/tirzepatide-tracker-iphone.html,bg,ingredient,200,https://www.glpzy.app/bg/tirzepatide-tracker-iphone.html,index,yes,Tirzepatide — Бързо регистриране без бъркотия | OneGLP,"Tirzepatide: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Tirzepatide,490,no,no,no,yes,1,no,no,no,54 alternates,59,improve-copy-keep-indexable
https://www.glpzy.app/bg/trulicity-tracker-iphone.html,bg/trulicity-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/trulicity-tracker-iphone.html,index,yes,Trulicity — Бързо регистриране без бъркотия | OneGLP,"Trulicity: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Trulicity,478,no,no,no,yes,1,no,no,no,54 alternates,55,index
https://www.glpzy.app/bg/victoza-tracker-iphone.html,bg/victoza-tracker-iphone.html,bg,commercial,200,https://www.glpzy.app/bg/victoza-tracker-iphone.html,index,yes,Victoza — Бързо регистриране без бъркотия | OneGLP,"Victoza: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Victoza,477,no,no,no,yes,1,no,no,no,54 alternates,56,index
https://www.glpzy.app/bg/wegovy-tracker-iphone.html,bg/wegovy-tracker-iphone.html,bg,medicine,200,https://www.glpzy.app/bg/wegovy-tracker-iphone.html,index,yes,Wegovy — Бързо регистриране без бъркотия | OneGLP,"Wegovy: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Wegovy,486,no,no,no,yes,1,no,no,no,54 alternates,58,improve-copy-keep-indexable
https://www.glpzy.app/bg/zepbound-tracker-iphone.html,bg/zepbound-tracker-iphone.html,bg,medicine,200,https://www.glpzy.app/bg/zepbound-tracker-iphone.html,index,yes,Zepbound — Бързо регистриране без бъркотия | OneGLP,"Zepbound: Проследявайте тази рутина с история на дозите, тегло, симптоми, апетит, снимки, напомняния и експорти в едно лично приложение.",Zepbound,496,no,no,no,yes,1,no,no,no,54 alternates,57,improve-copy-keep-indexable
https://www.glpzy.app/bn/apple-health-glp-tracker.html,bn/apple-health-glp-tracker.html,bn,feature,200,https://www.glpzy.app/bn/apple-health-glp-tracker.html,index,yes,Apple Health থেকে শুধুমাত্র পঠনযোগ্য প্রসঙ্গ | OneGLP,"Apple Health অ্যাক্সেস ঐচ্ছিক এবং আপনার দেওয়া অনুমতিগুলির মধ্যে সীমাবদ্ধ৷ OneGLP শরীরের ওজনের ইতিহাস এবং উচ্চতা আমদানি করে, তারপরে শরীরের গঠন, ঘুম, নড়াচড়া, ওয়ার্কআউট, ক্যালোরি, প্রোটিন, এবং জলের সংক্ষিপ্তসারগুলি শুধুমাত্র-পঠন মোডে পড়ে৷ ফিরে কিছুই লেখা হয় না।",Apple Health থেকে শুধুমাত্র পঠনযোগ্য প্রসঙ্গ,825,no,no,no,yes,1,no,no,no,54 alternates,54,improve-copy-keep-indexable
https://www.glpzy.app/bn/compounded-glp-tracker-iphone.html,bn/compounded-glp-tracker-iphone.html,bn,commercial,200,https://www.glpzy.app/bn/compounded-glp-tracker-iphone.html,index,yes,যৌগিক — বিশৃঙ্খলা ছাড়াই দ্রুত লগিং। | OneGLP,"যৌগিক: একটি ব্যক্তিগত অ্যাপে ডোজ ইতিহাস, ওজন, উপসর্গ, ক্ষুধা, ছবি, রিমাইন্ডার এবং এক্সপোর্টসহ এই রুটিন ট্র্যাক করুন।",যৌগিক,843,no,no,no,yes,1,no,no,no,54 alternates,56,index
https://www.glpzy.app/bn/custom-medication-tracker-iphone.html,bn/custom-medication-tracker-iphone.html,bn,commercial,200,https://www.glpzy.app/bn/custom-medication-tracker-iphone.html,index,yes,কাস্টম — বিশৃঙ্খলা ছাড়াই দ্রুত লগিং। | OneGLP,"কাস্টম: একটি ব্যক্তিগত অ্যাপে ডোজ ইতিহাস, ওজন, উপসর্গ, ক্ষুধা, ছবি, রিমাইন্ডার এবং এক্সপোর্টসহ এই রুটিন ট্র্যাক করুন।",কাস্টম,861,no,no,no,yes,1,no,no,no,54 alternates,58,index
https://www.glpzy.app/bn/data-rights.html,bn/data-rights.html,bn,privacy,200,https://www.glpzy.app/bn/data-rights.html,index,yes,রপ্তানির ইতিহাস | OneGLP,"OneGLP প্রথমে একটি স্থানীয় নিরাপত্তা ব্যাকআপ তৈরি করবে, তারপর এই ডিভাইসে স্থানীয় রেকর্ড প্রতিস্থাপন করবে।",রপ্তানির ইতিহাস,668,no,no,no,yes,1,no,no,no,54 alternates,77,index
https://www.glpzy.app/bn/foundayo-tracker-iphone.html,bn/foundayo-tracker-iphone.html,bn,commercial,200,https://www.glpzy.app/bn/foundayo-tracker-iphone.html,index,yes,Foundayo — বিশৃঙ্খলা ছাড়াই দ্রুত লগিং। | OneGLP,"Foundayo: একটি ব্যক্তিগত অ্যাপে ডোজ ইতিহাস, ওজন, উপসর্গ, ক্ষুধা, ছবি, রিমাইন্ডার এবং এক্সপোর্টসহ এই রুটিন ট্র্যাক করুন।",Foundayo,818,no,no,no,yes,1,no,no,no,54 alternates,55,index
https://www.glpzy.app/bn/glp1-weight-dose-symptom-tracker.html,bn/glp1-weight-dose-symptom-tracker.html,bn,commercial,200,https://www.glpzy.app/bn/glp1-weight-dose-symptom-tracker.html,index,yes,"আপনার GLP-1 রুটিন, অগোছালোতা ছাড়া সাজানো। | OneGLP","ব্যক্তিগত পর্যালোচনার জন্য একটি ব্যক্তিগত অ্যাপে ডোজ, ওজন, উপসর্গ, ক্ষুধা, ছবি, রিমাইন্ডার এবং Apple Health প্রসঙ্গ রেকর্ড করুন।","আপনার GLP-1 রুটিন, অগোছালোতা ছাড়া সাজানো।",1015,no,no,no,yes,1,no,no,no,54 alternates,54,index
https://www.glpzy.app/bn/glpzy-is-now-oneglp/,bn/glpzy-is-now-oneglp/index.html,bn,home,200,https://www.glpzy.app/bn/glpzy-is-now-oneglp/,index,yes,GLPzy-এর নতুন নাম OneGLP,GLPzy এখন OneGLP। অ্যাপ ও ডেভেলপার একই আছেন। আপনার আগের রেকর্ড এবং কেনা Premium সুবিধা অপরিবর্তিত থাকবে।,GLPzy-এর নতুন নাম OneGLP,322,no,no,no,yes,1,yes,yes,no,54 alternates,77,index
https://www.glpzy.app/bn/,bn/index.html,bn,home,200,https://www.glpzy.app/bn/,index,yes,"আপনার GLP-1 রুটিন, অগোছালোতা ছাড়া সাজানো। | OneGLP","ব্যক্তিগত পর্যালোচনার জন্য একটি ব্যক্তিগত অ্যাপে ডোজ, ওজন, উপসর্গ, ক্ষুধা, ছবি, রিমাইন্ডার এবং Apple Health প্রসঙ্গ রেকর্ড করুন।","আপনার GLP-1 রুটিন, অগোছালোতা ছাড়া সাজানো।",1472,no,no,no,yes,1,yes,no,no,54 alternates,135,index
